tweet_id,timestamp,text,rating_numerator,rating_denominator,name,dog_stage,jpg_url,img_num,first_prediction,first_prediction_confidence,first_prediction_is_true,second_prediction,second_prediction_confidence,second_prediction_is_true,third_prediction,third_prediction_confidence,third_prediction_is_true,breed,favorite_count,id,retweet_count
890006608113172480,2017-07-26 00:31:25,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13,10,Koda,Other,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1.0,samoyed,0.9579790000000001,True,pomeranian,0.0138835,True,chow,0.00816748,True,samoyed,30066,890006608113172480,7161
889880896479866881,2017-07-25 16:11:53,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,10,Bruno,Other,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1.0,french_bulldog,0.377417,True,labrador_retriever,0.151317,True,muzzle,0.0829811,False,french_bulldog,27267,889880896479866881,4860
889665388333682689,2017-07-25 01:55:32,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10,None,Puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1.0,pembroke,0.966327,True,cardigan,0.0273557,True,basenji,0.00463323,True,pembroke,47168,889665388333682689,9800
889638837579907072,2017-07-25 00:10:02,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10,Ted,Other,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,french_bulldog,0.99165,True,boxer,0.00212864,True,staffordshire_bullterrier,0.00149818,True,french_bulldog,26616,889638837579907072,4418
889531135344209921,2017-07-24 17:02:04,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,Stuart,Puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,golden_retriever,0.953442,True,labrador_retriever,0.0138341,True,redbone,0.00795775,True,golden_retriever,14816,889531135344209921,2194
889278841981685760,2017-07-24 00:19:32,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,Oliver,Other,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,whippet,0.626152,True,borzoi,0.194742,True,saluki,0.027350700000000002,True,whippet,24750,889278841981685760,5243
888917238123831296,2017-07-23 00:22:39,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,Jim,Other,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,golden_retriever,0.714719,True,tibetan_mastiff,0.12018399999999999,True,labrador_retriever,0.10550599999999999,True,golden_retriever,28542,888917238123831296,4400
888804989199671297,2017-07-22 16:56:37,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,Zeke,Other,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,golden_retriever,0.46976,True,labrador_retriever,0.184172,True,english_setter,0.0734817,True,golden_retriever,25067,888804989199671297,4184
888554962724278272,2017-07-22 00:23:06,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,Other,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,siberian_husky,0.700377,True,eskimo_dog,0.166511,True,malamute,0.111411,True,siberian_husky,19437,888554962724278272,3463
888078434458587136,2017-07-20 16:49:33,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,Other,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,french_bulldog,0.9950260000000001,True,pug,0.0009319080000000001,True,bull_mastiff,0.000903211,True,french_bulldog,21332,888078434458587136,3409
887705289381826560,2017-07-19 16:06:48,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,Other,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,basset,0.821664,True,redbone,0.0875815,True,weimaraner,0.026236400000000003,True,basset,29584,887705289381826560,5268
887517139158093824,2017-07-19 03:39:09,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10,None,Other,,,,,,,,,,,,,45359,887517139158093824,11411
887473957103951883,2017-07-19 00:47:34,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,Other,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,pembroke,0.809197,True,rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,pembroke,67660,887473957103951883,17746
887343217045368832,2017-07-18 16:08:03,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,None,Other,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,mexican_hairless,0.330741,True,sea_lion,0.275645,False,weimaraner,0.134203,True,mexican_hairless,33016,887343217045368832,10163
887101392804085760,2017-07-18 00:07:08,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,None,Other,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,samoyed,0.733942,True,eskimo_dog,0.0350295,True,staffordshire_bullterrier,0.029704700000000007,True,samoyed,29980,887101392804085760,5823
886983233522544640,2017-07-17 16:17:36,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,Other,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,chihuahua,34454,886983233522544640,7592
886736880519319552,2017-07-16 23:58:41,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,Other,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,kuvasz,0.309706,True,great_pyrenees,0.186136,True,dandie_dinmont,0.08634630000000001,True,kuvasz,11825,886736880519319552,3204
886680336477933568,2017-07-16 20:14:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,Derek,Other,,,,,,,,,,,,,21995,886680336477933568,4358
886366144734445568,2017-07-15 23:25:31,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe,Pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,french_bulldog,0.999201,True,chihuahua,0.00036117800000000003,True,boston_bull,7.55616e-05,True,french_bulldog,20786,886366144734445568,3127
886258384151887873,2017-07-15 16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,Other,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,pug,0.943575,True,shower_cap,0.0252856,False,siamese_cat,0.00284892,False,pug,27452,886258384151887873,6141
886054160059072513,2017-07-15 02:45:48,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,12,10,None,Other,,,,,,,,,,,,,0,886054160059072513,105
885984800019947520,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,None,Other,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,blenheim_spaniel,0.9724940000000001,True,shih-tzu,0.00663012,True,bernese_mountain_dog,0.00623915,True,blenheim_spaniel,32009,885984800019947520,6614
885528943205470208,2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,Other,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,pug,0.369275,True,labrador_retriever,0.265835,True,kuvasz,0.134697,True,pug,35281,885528943205470208,6279
885518971528720385,2017-07-13 15:19:09,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,14,10,None,Other,,,,,,,,,,,,,20031,885518971528720385,3673
885311592912609280,2017-07-13 01:35:06,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,13,10,None,Other,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1.0,labrador_retriever,0.908703,True,seat_belt,0.0570909,False,pug,0.0119335,True,labrador_retriever,0,885311592912609280,18130
885167619883638784,2017-07-12 16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,None,Other,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,malamute,0.8124819999999999,True,siberian_husky,0.0717125,True,eskimo_dog,0.0557697,True,malamute,21495,885167619883638784,4284
884925521741709313,2017-07-12 00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,Other,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,italian_greyhound,0.259916,True,american_staffordshire_terrier,0.198451,True,staffordshire_bullterrier,0.127725,True,italian_greyhound,75894,884925521741709313,17839
884876753390489601,2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,Other,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,chow,0.822103,True,norwich_terrier,0.106075,True,norfolk_terrier,0.0373485,True,chow,27382,884876753390489601,5477
884562892145688576,2017-07-11 00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,Other,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,pug,0.5464060000000001,True,french_bulldog,0.404291,True,brabancon_griffon,0.044001900000000004,True,pug,23821,884562892145688576,4584
884441805382717440,2017-07-10 15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,None,Other,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,pembroke,0.993225,True,cardigan,0.00321648,True,chihuahua,0.00208089,True,pembroke,26473,884441805382717440,5529
884247878851493888,2017-07-10 03:08:17,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,13,10,None,Other,,,,,,,,,,,,,71589,884247878851493888,20038
884162670584377345,2017-07-09 21:29:42,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,Doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,german_shepherd,0.707046,True,malinois,0.199396,True,norwegian_elkhound,0.0491476,True,german_shepherd,19953,884162670584377345,2920
883838122936631299,2017-07-09 00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,Other,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,doberman,21482,883838122936631299,3373
883482846933004288,2017-07-08 00:28:19,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,Other,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,golden_retriever,0.943082,True,labrador_retriever,0.032409,True,kuvasz,0.00550072,True,golden_retriever,45028,883482846933004288,9704
883360690899218434,2017-07-07 16:22:55,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,Floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,chow,0.9879969999999999,True,tibetan_mastiff,0.00709872,True,newfoundland,0.00214033,True,chow,22248,883360690899218434,3618
883117836046086144,2017-07-07 00:17:54,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,None,Other,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,golden_retriever,0.9495620000000001,True,labrador_retriever,0.04594790000000002,True,kuvasz,0.00247094,True,golden_retriever,36436,883117836046086144,6516
882992080364220416,2017-07-06 15:58:11,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,Other,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,eskimo_dog,0.46677799999999997,True,siberian_husky,0.406044,True,dingo,0.07341439999999999,False,eskimo_dog,23492,882992080364220416,3835
882762694511734784,2017-07-06 00:46:41,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,Pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,labrador_retriever,0.85005,True,chesapeake_bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True,labrador_retriever,27748,882762694511734784,4799
882627270321602560,2017-07-05 15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,Other,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,pembroke,0.542982,True,chihuahua,0.251988,True,cardigan,0.107699,True,pembroke,27393,882627270321602560,5941
882268110199369728,2017-07-04 16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,Other,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,golden_retriever,0.762211,True,labrador_retriever,0.09898489999999999,True,cocker_spaniel,0.0171995,True,golden_retriever,44062,882268110199369728,11336
882045870035918850,2017-07-04 01:18:17,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,Other,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,golden_retriever,28789,882045870035918850,4855
881906580714921986,2017-07-03 16:04:48,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,Other,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,weimaraner,0.291539,True,chesapeake_bay_retriever,0.278966,True,koala,0.12701700000000002,False,weimaraner,23842,881906580714921986,3317
881666595344535552,2017-07-03 00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,Other,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,saluki,0.529012,True,afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True,saluki,49605,881666595344535552,10436
881536004380872706,2017-07-02 15:32:16,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10,None,Pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,samoyed,0.281463,True,angora,0.272066,False,persian_cat,0.114854,False,samoyed,48470,881536004380872706,15602
881268444196462592,2017-07-01 21:49:04,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,Elliot,Other,,,,,,,,,,,,,22642,881268444196462592,5066
880935762899988482,2017-06-30 23:47:07,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,10,Louis,Other,,,,,,,,,,,,,16692,880935762899988482,2724
880872448815771648,2017-06-30 19:35:32,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,None,Other,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,pembroke,0.791416,True,norwich_terrier,0.0613929,True,chihuahua,0.0337257,True,pembroke,20860,880872448815771648,3738
880465832366813184,2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,Other,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,golden_retriever,0.9132549999999999,True,labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,golden_retriever,27986,880465832366813184,6139
880221127280381952,2017-06-29 00:27:25,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,Other,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.052580299999999996,True,chihuahua,26518,880221127280381952,4123
880095782870896641,2017-06-28 16:09:20,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,None,Other,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,miniature_pinscher,0.120298,True,rhodesian_ridgeback,0.106395,True,beagle,0.106073,True,miniature_pinscher,27096,880095782870896641,4259
879862464715927552,2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,Other,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,basset,21913,879862464715927552,3420
879492040517615616,2017-06-27 00:10:17,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,Bailey,Other,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,german_short-haired_pointer,0.479896,True,vizsla,0.12435299999999999,True,bath_towel,0.0733202,False,german_short-haired_pointer,22980,879492040517615616,3111
879415818425184262,2017-06-26 19:07:24,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,Other,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,english_springer,0.383404,True,boston_bull,0.134967,True,cardigan,0.110481,True,english_springer,103834,879415818425184262,43337
879376492567855104,2017-06-26 16:31:08,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,Jack,Other,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,tricycle,0.663601,False,labrador_retriever,0.0334961,True,pembroke,0.0188266,True,labrador_retriever,16473,879376492567855104,3050
879130579576475649,2017-06-26 00:13:58,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,14,10,None,Other,,,,,,,,,,,,,0,879130579576475649,6682
879050749262655488,2017-06-25 18:56:45,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,10,Steven,Other,,,,,,,,,,,,,22116,879050749262655488,4619
879008229531029506,2017-06-25 16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Beau,Other,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,american_staffordshire_terrier,0.0087113,True,vizsla,18621,879008229531029506,2641
878776093423087618,2017-06-25 00:45:22,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,Puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2.0,italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,ibizan_hound,0.0397246,True,italian_greyhound,19036,878776093423087618,4047
878604707211726852,2017-06-24 13:24:20,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,13,10,None,Other,,,,,,,,,,,,,29686,878604707211726852,7056
878404777348136964,2017-06-24 00:09:53,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…",13,10,Shadow,Other,,,,,,,,,,,,,0,878404777348136964,1264
878316110768087041,2017-06-23 18:17:33,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,11,10,Terrance,Other,,,,,,,,,,,,,0,878316110768087041,6522
878281511006478336,2017-06-23 16:00:04,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,Shadow,Other,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1.0,basset,0.32042,True,collie,0.215975,True,appenzeller,0.12850699999999998,True,basset,7597,878281511006478336,1264
878057613040115712,2017-06-23 01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,Other,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,french_bulldog,0.839097,True,boston_bull,0.07879939999999999,True,toy_terrier,0.015243399999999999,True,french_bulldog,41248,878057613040115712,6682
877736472329191424,2017-06-22 03:54:17,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Aja,Other,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2.0,chesapeake_bay_retriever,0.8379559999999999,True,labrador_retriever,0.0620342,True,weimaraner,0.0405991,True,chesapeake_bay_retriever,78282,877736472329191424,18704
877611172832227328,2017-06-21 19:36:23,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,14,10,None,Pupper,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,1.0,irish_setter,0.36472899999999997,True,golden_retriever,0.202907,True,irish_terrier,0.107473,True,irish_setter,0,877611172832227328,79
